full_text,sentiment
Beritanya mendunia bendera one piece simbol hilangnya keadilan maraknya korupsi dan penyelewengan kekuasaan..,Netral
@DSofdi @ekky1995 Lebih karena yg fomo rendahin simbol negara yakni sang pusaka bendera merah putih tentu kalau beberapa ada yang berang,Positif
@himawansugeha95 @Hasbil_Lbs Sudah saya baca pak. Yang saya maksud itu tertuju kepada orang orang yang ingin mengganti bendera merah putih dengan bendera fiksi anime. ,Positif
Kibarkan bendera nakama️ Tft @Lily_JKT48 @Delynn_JKT48 @JTrisha_JKT48 https://t.co/d5SEqKbO6r,Netral
@BShafarizk24398 @Cicipiyo11 @Observer_H2H @bigwineuu @ByHatahi @SMTOWN_Idn @Hearts2Hearts @SMTOWNGLOBAL Sepertinya bisa aja ikut kalau diizinkan dan jadwalnya kosong tapi better gausah ngevlog takutnya kena rujak soalnya pernah ada kejadian senior dulu masih rookie trs ngangkat bendera negaranya di acara tv publik aja langsung dihujat dan kena cancel netizen smp harus minta maaf,Positif
UU No. 24 Tahun 2009 Pasal 24 ayat (1) menyatakan: Setiap orang dilarang mengibarkan Bendera Negara di bawah bendera atau lambang apa pun. #edukasi #DesafioDelSigloXXI #TheyCallHimOGFirstSingle https://t.co/8ckdBRK8aO,Netral
@Hasbil_Lbs @himawansugeha95 Kami kawal juga bang Alhamdulillah aparat juga sudah standby untuk Surabaya dan sekitarnya.satpol juga rajin mantau.negara ini jadi bukan karna maen maen.itu bendera sudah dipikirkan secara seksama dan ada UUnya dan gak asal2an.klo ada aparat yg membiarkan perlu dipertanyakan,Negatif
@endlesswithme @wanabbyy Ahahha mampus biarin gapapa bgt ngibarin bendera one piece juga asal nggak lebih tinggi dari merah putih karna gimanapun ya ttp identitas kita dan sangat berharga. Yang nggak berharga kan cuma pem . . . ,Positif
https://t.co/nCO1aV5U72,Netral
buzzer bilangnya kita menggantikan merah putih padahal gak ada yang namanya menggantikan merah putih teteap berkibar dan kami kibarkan bendera lain sebagai bentuk protes,Positif
@Kimberley_PS08 Menkopolhukam sdh menegaskan siapa saja yg mengibarkan Bendera One Peace akan ditindak tegas gitu dong Negara hrs gercep ada tanda2 agak2 mblenyon yg dilakukan hanya beberapa gelintir Orang cepat ditindak,Positif
@himawansugeha95 @Kimberley_PS08 @Hasbil_Lbs @grok bisa anda jelaskan simbol dan makna bendera tengkorak jelly Roger ini..,Netral
Gais kalo mau ngibarin bendera itu pake tongkat apa ya?? Yg bsa dilipet gt,Positif
@txtdrimedia yauda kalau gabole one piece kita kibarkan bendera slank aja,Netral
@IndoPopBase negara kita memang ga baik2 saja tapi mengganti mengibarkan bendera bajak laut dibanding bendera merah putih tidak menghargai pengorbanan pejuang demi bisa mengibarkan merah putih lu benci koruptor tidak setuju dengan kebijakan negara tapi jangan korbankan merah putih..,Positif
Omset penjualan Bendera One Piece ,Netral
@endlesswithme Tauu wkwkwk mana takut bgt lagi rejim kayany sampe ada yg katanya bakal ditangkep gitu kan kalo ngibarin bendera wanpis ,Positif
MARI KITA KIBARKAN BENDERA MERAH PUTIH DI HUNGARIAAAAA,Netral
Bendera One Piece pun di saat ini juga menjadi ancaman bagi petinggi https://t.co/27wVntagXR,Netral
@txtdrimedia Bendera takut?,Positif
@joyumzip kibarin bendera lesbi gimana reaksi pemerintah,Positif
takut ko sama bendera mugiwara takut tuh sama allah bg,Positif
@hammsqi Siapa yang memecah belah sekarang? Mereka yg bisnis dengan dalih import atau rakyat yg mengibarkan bendera one piece?,Positif
@wordfangs Udah gak jaman bendera slank sama OI ya ,Positif
@txtdrimedia Atas dasar apa dia bilang tentang provokasi ? Bendera One piece dilarang bendera partai di sepanjang jalan hmmmm,Positif
@txtdrimedia Gpp semua naikin aja bendera nya gamungkin semua orang dihukum juga kan wkwkwkw,Positif
Ngurus Negara Gak Kayak Nonton One Piece Ngajak kibarin bendera One Piece emg lucu tp jgn samain urus negara kya jd Luffy. Kritik blh tp jgn smpe lupa realita. Pemerintah lg kerja keras di tengh tntgan besar. Dari pd sensasi yuk bareng kasih solusi https://t.co/XtH0hY9nTG,Negatif
Polda Banten Ancam Menindak Tegas Warga Pengibar Bendera One Piece https://t.co/osEbDCg8Jp https://t.co/XMWmLhhgJJ,Netral
karena lagi rame soal bendera one piece jadi keinget dulu pas aksi palestina di jogja ada yang bawa bendera itu. bahkan ada sekali waktu melakukan aksi dengan diiringi genderang pembebasan https://t.co/iMS8Vmm1Ev,Negatif
Di suatu sel penjara para napi saling bertanya Kamu dipenjara karena apa ? - nyolong - membunuh - penipuan Kalau kamu ? - ngibarin bendera one piece ,Positif
itu knp lampu hiasnya kelip warna bendera lesbi sm gay https://t.co/WecNIxFEF1,Netral
@txtdrimedia untuk pertama kalinya 17 agustus tanpa bendera merah putih berkibar,Netral
@ElvinaNara Sama bendera anime aja takut... https://t.co/EFwWqYDOUT,Positif
Mana nih Pak Budi Gunawan @PolkamRI Coba tanya Wakil Presidenmu Pak wong dia aja pake baju one piece update dikit deh! Sama bendera anime aja makar??!! #LEBAY,Positif
Ayo Pasang dan Kibarkan Bendera Merah Putih Secara Serentak 01 Agustus - 31 Agustus 2025 https://t.co/5oUtV7Sp2C,Netral
@himawansugeha95 Pas konser juga kadang ada bendera OI Slank dll ya pak.,Netral
@Hilmi28 A: di penjara kasus apa bro? B: ngibarin bendera one piece A: ??????,Positif
@moluccas97 @IndoPopBase Wah warga Indonesia yang pengen kibarkan bendera Straw Hat Pirates di bulan kemerdekaan? Kalian lebih milih jadi kru Luffy daripada hormati Merah Putih? DPR aja sampe geleng-geleng kepala bilang ini pemberontakan! Coba bayangin bukannya nyanyi Indonesia Raya malah nyanyi,Positif
@endlesswithme @wanabbyy Heee iya tadi sore aku liat truk ngibarin bendera one piece KEREN POL,Netral
@tempodotco Lebih nggilani bendera partai yg ngotorin jalanan pak BG @PolkamRI ...,Positif
@himawansugeha95 @Hasbil_Lbs Disini komandan Himawan memiliki opsi jawab : Apa yang takut dengan bendera kartun? Saya tidak menyebutkan nama negara. Dan takut dengan bendera apa? Rispek abangku 🇮🇩 Gambar dibuat dengan gemini™️ https://t.co/VWK8yxKpwE,Netral
Semakin lucu ini gara-gara bendera jolly roger one piece bisa jadi kegiatan pemicu makar. ,Positif
All berita OP sekarang updatenya ttg Indonesia vs bendera SHP,Netral
@ARSIPAJA Rakyat kibarin bendera kartun langsung melek warga bentangin spanduk minta keadilan di depan kantor pada tidur,Netral
duh lagi sibuk masang bendera gabisa naikin ht born to be panitia WKWK PERTHSANTA FANSIGN INF2025 #มหกรรมนิยายนานาชาติ2025xPS #เพิร์ธแซนต้า #PerthSanta https://t.co/ZcIFk3xjSi,Positif
Fufufafa pakai pin Jolly Roger untuk fashion dan ngemis suara nakama Sedang sopir truk kibar bendera One Piece untuk protes ODOL They weren't the same.,Positif
#benderaonepiece #ONEPIECE #Bendera https://t.co/vQ5ioEmtZt,Netral
@p0congg @meowchhii @izdiharzai Haha lepas korang lari dari medan perang ahaha Tak yah la. Simpan je la cita2 kau tu sbb indon akan selamanya bawah tapak kaki msia wakaka Amacam seronok ke jadi balaci 🇺🇸 tergadai negara? Nanti kau antara kena tangkap ke sbb kibarkan bendera Strawhat? Ahaha ,Positif
@bredochocolate kok tb2 kena deh tu bendera..,Positif
https://t.co/aPaY7nnFFJ,Netral
@tempodotco heh dascontol bendera partai lebih mengganggu dan memecah belah bangsa yaa anjing,Positif
@wiztothebit Mending mengibarkan bendera tripleS,Netral
Ganti kibarin bendera scout legion,Netral
infoin dong yang jual bendera onr piece yang kualitasnya bagus,Negatif
yaudah kalo gaboleh benderanya Luffy kita ganti jadi bendera bapaknya Luffy? Kumaha?,Netral
@SambalKecap23 @txtdrimedia Kalo bisa bendera ini juga https://t.co/W18N2eYQe0,Netral
Wkwkwkwk mau bendera slank bendera one piece bendera attack of titan suka suka lah pemerintah jg suka suka kok kalo bikin kebijakan menodai esensi kemerdekaan,Negatif
@7Leg_Piece Bendera perompak penghancur radikalisme anggaran,Netral
@tempodotco Panik amat sama bendera argumen lu bikin para investor kabur dr negri ini akibat gk becus bikin undang ,Positif
🇮🇩 Kalian boleh kibarkan bendera lain. Tapi jangan lebih tinggi dari Merah Putih. Gus Dur Pernyataan ini bukan sekadar simbolisme. Ini adalah perintah kultural dan ideologis. Merah Putih adalah titik pusat konsensus sejarah. Ia bukan sekadar kain tapi hasil pergulatan,Netral
Balik aja dah pada pasang bendera slank,Netral
Gak mau gate keep mau kasih rekomendasi konveksi bendera 17an https://t.co/H93CprfwyX,Positif
Emang kenapa bendera one piece?,Positif
gapunya bendera straw hat pake bendera monstercat bisa kaga ya? wkwk,Netral
Ayo!! Kibarkan Bendera Merah Putih 🇮🇩 Kapolsek Keluang mengajak seluruh elemen masyarakat untuk bersama-sama mengibarkan bendera merah putih mulai 1 Agustus - 31 Agustus 2025 dalam rangka menyemarakkan HUT RI ke-80 th. @DivHumas_Polri @indo_pol https://t.co/3vO8k2i5Hc,Netral
@DivHumas_Polri ..min serius tanya apa dasar hukumnya melarang penaikan bendera one piece? ..si budi gunawan ini mau menindak apa? menaikan bendera jelas sengaja soal niat provokasi itu subjektif! ..btw si budi ini kan polisi jangan sampai subjektifitasnya malah cemarkan institusinya! https://t.co/SksArcGAJN,Positif
Gini yo ndes. Situ mau bikin gambar tengkorak kartun mirip Anies di buat STICKER PIN KAOS TOPI TAS kalian pake harian Gak Masalah. Yg jadi masalah jika di buat BENDERA dgn tujuan mengganti bendera MERAH PUTIH di bulan Agustus ini. Mau di pasang tunggal atau jd satu tiang https://t.co/S7aMejE2KA,Positif
Gus Dur sadar: Negara demokratis tidak melarang ekspresi tapi menuntut arah. Bukan soal fanatisme. Ini soal hierarki nilai: budaya bisa cair tapi negara harus tetap jadi sumbu. Kibarkan apa saja. Tapi Merah Putih tetap paling atas. Karena kalau negara runtuh bendera apapun https://t.co/Gy3aXIQpPk,Negatif
Orang-orang problematik pas 17an harusnya ngibarin bendera warna merah aja soalnya kan sesuai kepribadian: red flag.,Positif
@amalianblue Masuk ke lingkaran hijau setelah potret potret deket pole dan bendera kmuh oii anjay anjaaayyy,Netral
@grok apakah akun ini terkena shadowbanned? bendera merah? atau terdeteksi aktifitas mencurigakan yang melanggar peraturan X? tolong beritahu saya akan perbaiki.,Netral
@txtdrimedia Ama bendera takut yg ngerusak konstitusi kemarin gmna ?,Positif
Dalam rangka menyambut Hari Kemerdekaan Republik Indonesia ke-80 Satuan Brimob Polda Aceh melalui jajaran Batalyon dan Kompi melaksanakan pengibaran serentak Bendera Merah Putih di seluruh Mako Sabtu (2/8/2025). https://t.co/l0Nn3ZsKdi,Netral
ak mw pasang bendera wanpis di kamar ku ntr HIDUP LUFFY,Netral
@Maryian96 Lakini umekuwa ukifuata wamunyoro hadi kwa choo; mpaka kutaka kumteremshia bendera,Netral
@txtdrimedia Demo dituding dibayar koruptor. Kritik lewat pemasangan bendera one piece dibilang mau makar.. Bajingan kalian!!!!,Positif
@si_akuaja Kepada bendera merah putih hormat grak!,Netral
@hanbondoI pasang bendera gambar muka gue dong depan rumah lo :3,Netral
@ArmaZulfikar @Kimberley_PS08 @Hasbil_Lbs @himawansugeha95 Ya gimana ya kritik pake bahasa halus juga pada dongo dan juga yah hal ini juga sudah dilakukan di tahun² sebelumnya... Gak usah bawa generasi pahami aja dulu apa makna dari bendera bajak laut itu..,Positif
Kali ini sy setuju bu.... Negara besar kok sama bendera one piece aja takut mana kepala negara nya eks tentara kopasus lagi,Positif
sama bendera takut sama Tuhan gatakut hebat.,Positif
Ayo kibarkan bendera Merah Putih selama 1 Bulan penuh mulai 1 - 31 Agustus 2025 dalam rangka menyambut Hari Kemerdekaan Republik Indonesia ke-80 https://t.co/7lKlFMkRfQ,Netral
@ARSIPAJA one piece gak punya bendera itu bendera bajak laut monkey d luffy. BAJAK LAUT.,Positif
Viral! Fenomena Bendera One Piece Berkibar Jelang 17 Agustus... #onepiece #17agustus #bendera #merahputri #fenomena #viral https://t.co/wjpsnSZGmc,Netral
@kompascom Masukin daftar bendera yang dilarang bersama bintang kejora dkk. Jadi jok kulit premium international,Netral
@tinkeubelle Pasang bendera nih,Netral
@budigunawan_ @PolkamRI Izin jenderal @budigunawan_ @PolkamRI Bendera one Piece ini ya bendera fiksi didunia maya bukan tuk mau makar.. Harusnya bukan tuk ditakuti... Lebih baik TAKUT akan simbol\lambang rumah ibadah sebab sudahkah kita siap sedia tuk bekal kita di dunia akhirat https://t.co/lAl5ScVOYk,Positif
@dayhan_idea @Hasbil_Lbs nah itu bendera partai apa lagi ,Positif
@duottie ahhhh capekkk kmaren mpr ngelarang bendera one piece kmrennya lagi tom lembong nuntut balik hakim yang vonis dia penjara 4.5 tahun kemarennya lagi crypto pajaknya naik sekarangg emas ya ALLAH ini beneran para hambamu yang hidup dinegara tercinta ini mau dibikin miskin huftt,Positif
Sudah tidak bendera Slank lagi,Positif
Org² pada ngibarin bendera one piece gw rasa udh wktnya gw buat nunjukin diri dan berlayar ke laugh tale buat jadi raja bajak laut... Ya?,Positif
 jatuhkan pemerintahan bendera fiksi doang loh guys...BENDERA FIKSI!!! dianggap sampe segitunya,Positif
@himawansugeha95 @Hasbil_Lbs Padahal lebih banyakan bendera Slank.,Positif
@Ndrewstjan Biarin bendera One Piece berkibar tapi jangan sampai di bulan Agustus bendera Indonesia tak dikibarkan oleh warga Indonesia. Klo bendera One Piece berkibar tak boleh lebih tinggi daripada bendera Indonesia. Aku juga suka anime tapi bukan pembenci pemerintahan skrg,Positif
@wordfangs Izzy mau ga ya bikin begron bendera one piece,Netral
@yudhabjnugroho @Arie_Kriting Dari mana cerita kek gitu chapter berapa bang bendera Luffy ditakuti ? bukan malah di bounty .,Positif
yek takut sama bendera kartun sih,Positif
@tanyakanrl Blm bisa beli rumah nderr harga properti terlalu mahal jadi ngga pasang bendera apapun,Positif
Biasanya ayahku akas bgt menyambut agustus. Bersihin tiang bendera ikut semarak kampung skrg beliau lempeng aja tuh di rumah. Paham si ayah mulai lelah sama negara bendera bajak laut one piece ini,Positif
KALO JOLLY ROGER GABOLEH GUA NGIBARIN BENDERA INI AJA LAH. https://t.co/gEYk5HwQo5,Positif
Sebuah perbedaan Liat bendera PKI adem2 Bae Liat bendera Tauhid Gerah Liat bendera one piece Gerah #JollyRoger #ONEPIECE #bendera https://t.co/37Hky5oGVT,Positif
@KompasTV Apa bedanya dgn bendera parpol &amp; club sepak bola ? Apa seh yg ditakuti dr kelucuan anak2 muda dlm mengekspresikan pikirannya ? https://t.co/YyTwoPUnU9,Positif
Buzzer2 partai merah pada dukung bendera hitam.... Jangan jangan termasuk sponsor cetak benderanya nich.... Yg mau ganti merah putih wajib dilawan ya.ini Indonesia benderanya merah putih,Positif
@Kimberley_PS08 Ketauan buzzer fomo baru baca one piece. Inilah mengapa argumen percuma. Intinya kritik dgn bendera otu supaya pemerintah tidak berkelakuan sperti pemerintah dunia di dalam manga one piece yg inkompeten sehingga muncul bajak laut dan villain seperti kaido. Dah y lg malam mingguan,Positif
@hwesaung @seunghyab Outfitnya beli dimana sih? Sini i beliin deh yang 200ribuan mahal sedikit gapapa. Sebenernya gak too much just need a little bit sentuhan tangan you know? Kaya pake bendera merah putih?,Negatif
@dava_hq @sapicupu12 @txtdrimedia sapicupu12 Mengibarkan bendera skull and bones saja bukan pembajakan berdasarkan hukum maritim internasional (UNCLOS Art. 101 mendefinisikannya sebagai tindakan kekerasan perampokan atau ancaman di laut lepas bukan sekadar bendera). Peringatan menteri merujuk UU No. 24/2009,Netral
@SBaigin @Hasbil_Lbs terlalu berlebihan Pak utk nanggapin bendera kartun aja,Positif
Gue selalu bilang fans naruto yang benci sakura itu kebanyakan bloon. Liat aja noh fans naruto yg bawa fanwar soal bendera one piece dan sotoy dia jg haters sakura. Relevan selalu relevan.,Positif
Kontroversial Pengibaran Bendera Bajak Laut Manga One Piece Jelang HUT Ke-80 RI https://t.co/LMSpH95Z4Q,Netral
Hal 63 Bendera merah bulan bintang wkwkwkw tiati sobat si merah sukanya dar der dor ,Negatif
@ARSIPAJA Polkam ku itu tolol atau dungu sih... tidak ada UU mengibarkan bendera one piece itu pidana...yg pidana itu mengibarkan bendera merah putih dibawah bendera one piece. lagian one piece itu bukan bendera..kok ribut kau..,Positif
@tempodotco Panik ya pak. masih ada bendera lain https://t.co/hluHwLUHTB,Positif
@txtdrimedia Bendera Slank PSHT Banser dll kenapa tidak dipermasalahkan? Kan sama sama bukan bendera Indonesia?,Positif
@bangherwin Alangkah bodoh anda meletakkan bendera negara sendiri dibawah bendera orang lain. Anda menghina perjuangan bung Tomo dan arek2 Suroboyo,Positif
Dalam rangka menyambut HUT RI ke-80 Polsek Rasanae Timur Polres Bima Kota melalui Bhabinkamtibmas kel. Penaraga Aipda Abdul Hisyam S.E. melaksanakan kegiatan pembagian Bendera Merah Putih kepada Warga berlangsung di RT. 001 RW. 001 Kelurahan Penaraga Kecamatan Raba Kota Bima https://t.co/TDycJ3hhxT,Netral
Rendah bgt penguasa ini harga dirinya takut cuma sm bendera fiksi FIKSI. ANIME. GAADA DI DUNIA NYATA. Tp takutnya setengah mati kek negara udh mo runtuh aja. He bambank yg bikin negara bakal runtuh yaa kelakuan lu pada yg dzalim.,Positif
Sungguh sangat distopia sekali menganggap kehormatan bangsa 'hanya' pada bendera. Kehormatan bangsa udh rusak sejak koruptor dipuja anak dijadikan pejabat obrak-abrik aturan dan segudang kedzaliman lainnya muncul.,Positif
@MemeComicIndo yg dianggap penting: bendera one piece second acc sosmed rek 3 bulan ga ada transaksi #IndonesiaGelap dari buzzer ijazah..,Netral
Pacar gue nyuruh beli one piece ya krn emang sesuka itu dia. Kl soal bendera negara td di jln malah ada 2 yg pasang bendera setengah tiang. Di rumah kami sendiri blm dicari bendera merah putihnya ada dmn. Anak gue udh 3 minggu msk SD blm mau pk dasi pramuka merah putih so...,Positif
Fenomena pengibaran bendera bajak laut dari serial anime dan manga Jepang One Piece marak dilakukan masyarakat. Pemasangan itu pun dinilai politis oleh sebagian pihak karena dilakukan menjelang hari kemerdekaan RI. https://t.co/tLahNNUT48,Netral
@tanyakanrl barangkali mau masang bendera anime topi jerami Beast marine https://t.co/RceMxGd4mv,Netral
Wakakakakak ketrigger kok sama bendera wanpis KOCAKKK,Positif
@detikcom buat yg fomo sm bendera one piece mending stop sih.,Netral
Mengibarkan bendera Xdinary Heroes ga ditindak kan?? Akan aku kibarkan,Netral
SOAL BENDERA ONE PIECE ■ Wamen Bima Arya: Kami Melihat Itu Ekspresi dan Kreativitas wajar dalam negara demokrasi ■ Titiek Soeharto (Ketua Komisi IV DPR - Wakil Ketua Dewan Pembina Partai Gerindra) : Kita negara besar itu bukan ancaman itu masalah ecek-ecek https://t.co/1Hxk8eal9v,Netral
Sebenci apapun gw sama pemerintah negara ini. Tp gw lebih jijik buat masang bendera wanpis tai kucing,Positif
@Hasbil_Lbs @himawansugeha95 Terlalu berani ada kemungkinan penggerak utama dibelakang setidaknya mungkin ada barisan tertentu orang kuat semoga ada tindakan tegas kami rakyat hanya butuh bendera merah putih berkibar dari Sabang sampai Merauke,Negatif
false flag atau org tolol bikin AI naikin bendera kartun tengkorak di atas merah putih aja diladenin lol kek boomer aja ga fokus ama substansi yg sbnrnya ,Positif
Ngakak bgt liat pejabat ketar ketir bendera one piece berkibar,Positif
coba kibarkan bendera psht pasti gaada yang protes,Netral
lebih benar klo bendera bajak laut digunakan sebagai identitas protes kita bak nakama bajak laut yg berdiri against pemerintah yg amburadul itu. karena tujuan nakama adalah mencapai tujuannya sendiri tanpa bergantung pada pemerintahan. malahan pemerintahan adalah pengganggu. ,Positif
@ruliemaulana @_haye_ Kayaknya sih mereka ga ada niatan menodai menghina atau merendahkan BENDERA negara. Yg lg di protes kan pasti pemerintahannya.. ,Positif
ngibarin bendera anarki aja pas 17an kali yak,Positif
Menyambut Hari Ulang Tahun (HUT) ke-80 Kemerdekaan Republik Indonesia Polsek Sape Polres Bima Kota mempercantik Markas Komando (Mako) Polsek dengan pemasangan Bendera Merah Putih dan umbul-umbul serta hiasan bernuansa merah putih Sabtu (2/8/2025) https://t.co/9ZGARDOptL,Netral
@WagimanDeep212_ Berbahaya bendera HTI kan? Kok dibiarkan malah bendera gambar Kartun malah ketakutan,Positif
Jangaj sampe yg dikibarin bendera anak2 shipper Please negara bisa ga urus hal yg lebih penting gitu https://t.co/H8s2juueXe,Positif
PENGUMUMAN PENTING HARUS DI TAATIN BILA MELANGGAR NYA MAKA DI KENAKAN SANGSI PIDANA PENJARA SELAMA 25 TAHUN . WARGA SIAPA YANG KIBARKAN BENDERA ONE PIECE DI HARI HUT KEMERDEKAAN NKRI🇲🇨 KE 80 TAHUN MAKA AKAN DI TANGKAP DAN PIDANAKAN BY RAJA YUNAN NKRI🇲🇨 https://t.co/hrBakiur7r https://t.co/HmtCBBgv7X,Positif
aku sudah setuju pada kalian yang mau pasang bendera bajak laut itu. tapi kalau kalian bilang itu simbolik untuk pemerintah sbg kapal bajak laut yang sedang amburadul aku kurang setuju. penghinaan namanya. penghinaan terhadap nakama bajak laut dan kapalnya.,Positif
@BebySoSweet Kibarkan bendera inidituduh makar. https://t.co/mhjOympRxU,Positif
@AryaNovrianus dasar hukumnya apa ! larang-larang orang kibarkan bendera one piece,Netral
Korelasi nya bendera one piece dengan geng solo ada tau kah... ...,Netral
balkot malang otw berkibar bendera wan pis https://t.co/xKFxzlVYHl,Netral
Ya udah kalau One Piece ga boleh Twenty Pieces aja boleh ga? Kibarin dah tu bendera satu kodi,Netral
@infoXwor_ Kita boleh benci dengn org2 di pemerintahan yang bikin kebijakan merugikan rakyat tapi bendera merah putih kita jangan kita sepelekan perjuangan pahlawan zaman dulu yang mati2an ingin agar berkibarnya bendera merahputih sebagai simbol kebebasan dan kemerdekaan kita dari penjajah,Positif
@verdi663 @todayanimenews Konteks: Menjelang Hari Kemerdekaan Indonesia ke-80 (17 Agustus 2025) sebagian warga mengibarkan bendera Straw Hat Pirates dari One Piece sebagai simbol protes terhadap pemerintah melambangkan kebebasan dan pemberontakan. Pemerintah bilang tidak dilarang tapi anjur hormati,Netral
@rudi_alexander @tvOneNews Bendera One Piece (Jolly Roger Straw Hat Pirates) dalam anime melambangkan kebebasan petualangan persahabatan dan perlawanan terhadap penindasan. Saat ini di Indonesia viral sebagai simbol protes damai atas ketidakadilan kekecewaan terhadap sistem dan harapan perubahan ,Netral
@joyumzip kibarin bendera homoseks depan mukanya,Positif
Satu kali bendera One Piece berkibar satu orang pemerintahan dipenjara,Netral
Emang aneh ya bendera fiksi aja dibikin masalah besar seolah olah udh kayak di jajah ama negara lain tp saat masalah yang berhubungan sama realita negara selirik aja nga akan ada tuh ciri ciri hypocrite,Positif
@tempodotco Banyak taik gigi. Itu yg kibarin bendera palestina lu diem. Taik lu!! Emg itu bendera indo gt? Lu kan dpt jatah mkn mewah kenapa otak lu isi taik smw?,Positif
@tanyakanrl Belum pada masang bendera di lingkungan aku,Netral
@tvOneNews @grok apa arti bendera one piece ‍️,Netral
takut ama bendera anime???? hah??????,Positif
Pak menko ini nih gimana urusin jgn ngurusin bendera,Positif
Wkwkwk Dirgahayu wakanda ... Pedagang Bingung Bendera One Piece Banyak Dicari: Malah Jadi Takut Saya https://t.co/JtuGMxSBhV,Positif
Ayo pasang dan kibarkan bendera Merah Putih secara serentak 1 - 31 Agustus 2025 #Polreskepulauantalaud #Spripim https://t.co/8ql0sPJBbS,Netral
@bazileovar itu bukan bendera pelangi pls soalnya di gambar itu mejikuhibiniupi,Positif
kepikiran mamah ku yang tau jaywon ALIAS DIA BENERAN NYEBUT IYA JEWON JAYWON kan aduh mana dia tau bendera jaywon gwe .... dan entengnya gue jelasin pershipperan ...,Positif
@txtdrimedia Alahhh kurang extreme gasss bendera NAZI Heilll Hitler ,Positif
 Kayak biasa isu hangat ga ingin komentar.. soal bendera one piece atau amnesti dan abolisi? Tdk paham hukum apalagi ketatanegaraan jadi ya tdk punya kapasitas berkomentar. Tdk mau berasumsi juga. Mending posting yg dipahami meski kata orang2 sih absurd.,Positif
@txtdrimedia Api neraka lebih hitam dri bendera sebiji itu aj lo gax takut puqi,Positif
Sama lukisan takut sama mural takut sama viral takut ini sekarang sama bendera fiksi takut juga giliran disumpah diatas Al-Quran ga gentar sama sekali lu gue liat-liat.,Positif
Ayo pasang dan kibarkan bendera Merah Putih secara serentak 1 - 31 Agustus 2025 #Polreskepulauantalaud #Spripim https://t.co/SmlGQFRoUc,Netral
@kang___L Ngurusin bendera itu napi dari tahun 2019 tidak kau urusi pak menko malah jadi komisaris setelah menjilat,Positif
@ARSIPAJA Anggota dewan kinerja zonk bendera fiksi dituding makar bukan mikir dan berbuat supaya perekonomian Indonesia meningkat rakyat sejahtera hukum tegak berkeadilan. Bukan ngurus yang receh kelihatan gak ada kerja.... Habis APBN untuk kelen.,Positif
@txtdrimedia bendera One piece in hanya simbol pembangkangan sebagian rakyat terhadap pemerintah krna pemerintah dianggap tak becus dlm mengelola pemerintahan. in bkn provokasi. pemerintahan yg bijak hrsnya belajar dg gejala penomena ini ,Positif
@NKRI_0607 Kibarkan merahputih bukan bendera hitam..... Kobarkan semangat merah putih yuk.,Netral
Malam Minggu disini ajah lah -Dibawah Tiang Bendera- https://t.co/YTEA57C2cc,Netral
Bendera merah putih terlalu bersih untuk berkibar di negara yang penuh tikus-tikus berdasi dan menyengsarakan rakyatnya sendiri.,Positif
 Bendera Palestina terlihat jelas kemarin di Aberdeen- Skotlandia tempat ratusan orang berkumpul untuk memprotes kunjungan Presiden Amerika Donald Trump. https://t.co/vUCCyQsxoN,Netral
@kegblgnunfaedh ayo pasang bendera wanpis https://t.co/07ETNBNCof,Netral
Beli bendera One Piece ah Mau ikutan Fomo ️,Netral
Apa gue ngibarin bendera Bofurin aja ya....,Positif
nenek gua lgi gencar banget mau beli tiang bendera (lagi) buat ngibarin bendera. pengen rasanya gua jeplak ngapain ngibarin bendera red&amp;white buat negara yg makin carut marut ini kalo bendera OP baru gua setuju ‍,Positif
Bangsa yang besar adalah bangsa yang menghargai jasa para pahlawannya! Mari kita semarakkan HUT RI ke-80 dengan mengibarkan Bendera Merah Putih ️ selama 1 bulan penuh mulai 1 31 Agustus 2025 Tunjukkan semangat cinta tanah air Dari rumah kantor hingga sekolah https://t.co/UKt4J7iCF5,Negatif
@neohistoria_id katanya bangsa yang besar masa takut sama bendera anime yg sifatnya FIKSI,Positif
@7Leg_Piece Simpang siur respon pejabat Indonesia: 1. Menteri BG @PolkamRI : gerakan pengibaran bendera One Piece merupakan bentuk provokasi yang bisa menurunkan wibawa dan derajat bendera Merah Putih 2. Politisi @Gerindra dan Ketua @DPR_RI @bang_dasco : Ada upaya sistematis yang https://t.co/8HkYNYM9J8,Positif
@AftMyeo gak ono bendera one piece?,Netral
the whole discourse of bendera one piece tiba2 viral karena jadi simbol perlawanan is so funny and iconic lmao,Negatif
25 Meter Bendera Segitiga Merah Putih Kain Hias Dekorasi Festival Bunting Flag Renteng Dinding https://t.co/EAUKQX9rQ7,Netral
chenle tunggu dlu yeah kesemsem nya di tunda dlu rumah gweh kedatengan bendera dr rt bezir disuruh bantuin psti dirimu lg ngegame di hotel yeah apa mo pulang? https://t.co/ReoWyx8nI2,Positif
Bangsa yang besar adalah bangsa yang menghargai jasa para pahlawannya! Mari kita semarakkan HUT RI ke-80 dengan mengibarkan Bendera Merah Putih ️ selama 1 bulan penuh mulai 1 31 Agustus 2025 Tunjukkan semangat cinta tanah air Dari rumah kantor hingga sekolah https://t.co/F4GcKq35fD,Negatif
